FINESS;Raison sociale;Commune;Statut Juridique;Région
640005302;640005302 - ANTENNE AUTODIALYSE AURAD ANGLET;ANGLET;Privé non lucratif;75 - Nouvelle-Aquitaine
640005310;640005310 - ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;SAINT JEAN DE LUZ;Privé non lucratif;75 - Nouvelle-Aquitaine
640005336;640005336 - ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;ORTHEZ;Privé lucratif;75 - Nouvelle-Aquitaine
640005393;640005393 - GROUPE RADIOTHER. ET ONCO. TARBES-PAU;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640005591;640005591 - LES JEUNES CHENES;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640010518;640010518 - CLINIQUE D'URSUYA;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640013298;640013298 - HAD BEARN ET SOULE;OLORON SAINTE MARIE;Privé non lucratif;75 - Nouvelle-Aquitaine
640013553;640013553 - ANTENNE AUTODIALYSE SAINT JEAN DE LUZ;SAINT JEAN DE LUZ;Privé lucratif;75 - Nouvelle-Aquitaine
640016580;640016580 - CENTRE DE CARDIOLOGIE DU PAYS BASQUE;BAYONNE;Privé non lucratif;75 - Nouvelle-Aquitaine
640017646;640017646 - CENTRE HOSPITALIER DE SAINT-PALAIS;SAINT PALAIS;Public;75 - Nouvelle-Aquitaine
640017679;640017679 - ANT AUTODIALYSE NEPHROCARE-PAU NAVARRE;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640018206;640018206 - CLINIQUE BELHARRA;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640018255;640018255 - CLINIQUE CHATEAU CARADOC;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640018818;640018818 - CENTRE DE SOINS LA NOUVELLE AQUITAINE;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640020715;640020715 - EPS GARAZI;ISPOURE;Public;75 - Nouvelle-Aquitaine
640020988;640020988 - CENTRE AUTODIALYSE NEPHROCARE;OLORON SAINTE MARIE;Privé lucratif;75 - Nouvelle-Aquitaine
640780185;640780185 - CTRE. READAP. FONCT. LES EMBRUNS;BIDART;Privé non lucratif;75 - Nouvelle-Aquitaine
640780268;640780268 - CLINIQUE DELAY;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640780334;640780334 - CLINIQUE D'AMADE;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640780409;640780409 - CLINIQUE MIRAMBEAU;ANGLET;Privé lucratif;75 - Nouvelle-Aquitaine
640780490;640780490 - CAPIO CLINIQUE AGUILERA;BIARRITZ;Privé lucratif;75 - Nouvelle-Aquitaine
640780557;640780557 - CENTRE MEDICAL TOKI EDER;CAMBO LES BAINS;Privé non lucratif;75 - Nouvelle-Aquitaine
640780581;640780581 - CENTRE DE PNEUMOLOGIE LES TERRASSES;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780607;640780607 - CLINIQUE LA MAISON BASQUE;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780623;640780623 - CENTRE MEDICAL ANNIE ENIA;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780631;640780631 - CENTRE GRANCHER CYRANO;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780649;640780649 - CENTRE MEDICAL LANDOUZY;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780672;640780672 - CLINIQUE MARIENIA;CAMBO LES BAINS;Privé lucratif;75 - Nouvelle-Aquitaine
640780714;640780714 - SSR CONCHA BERRI;HENDAYE;Privé non lucratif;75 - Nouvelle-Aquitaine
640780748;640780748 - POLYCLINIQUE CÔTE BASQUE SUD;SAINT JEAN DE LUZ;Privé lucratif;75 - Nouvelle-Aquitaine
640780755;640780755 - CH COTE BASQUE - ST JEAN DE LUZ;SAINT JEAN DE LUZ;Public;75 - Nouvelle-Aquitaine
640780904;640780904 - LE NID BEARNAIS - SSR PEDIATRIQUE;PAU;Privé non lucratif;75 - Nouvelle-Aquitaine
640780938;640780938 - POLYCLINIQUE PAU PYRENEES SITE MARZET;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640780946;640780946 - POLYCLINIQUE PAU PYRENEES SITE NAVARRE;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640781175;640781175 - COLONIE SANITAIRE DES PEP;ARETTE;Privé non lucratif;75 - Nouvelle-Aquitaine
640781225;640781225 - CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;ARESSY;Privé lucratif;75 - Nouvelle-Aquitaine
640781308;640781308 - CLINIQUE PRINCESS;PAU;Privé lucratif;75 - Nouvelle-Aquitaine
640781332;640781332 - NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;ARESSY;Privé lucratif;75 - Nouvelle-Aquitaine
640786281;640786281 - USLD CLOS MONTREUIL;NAY;Public;75 - Nouvelle-Aquitaine
640787149;640787149 - CRF EN MILIEU THERMAL;SALIES DE BEARN;Privé non lucratif;75 - Nouvelle-Aquitaine
640787172;640787172 - CENTRE D'ONCOLOGIE DU PAYS BASQUE;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640789426;640789426 - CLINIQUE DE L'OSSAU;GAN;Privé lucratif;75 - Nouvelle-Aquitaine
640789624;640789624 - SERVICE DE SOINS DE SUITE DE COULOMME;SAUVETERRE DE BEARN;Privé non lucratif;75 - Nouvelle-Aquitaine
640789640;640789640 - CENTRE HEMODIALYSE CLINIQUE DELAY;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
640789699;640789699 - HAD SANTE SERVICE BAYONNE ET REGION;BAYONNE;Privé non lucratif;75 - Nouvelle-Aquitaine
640790150;640790150 - HOPITAL MARIN VILLE PARIS;HENDAYE;Public;75 - Nouvelle-Aquitaine
640792305;640792305 - MAISON SAINT-ANTOINE;TARDETS SORHOLUS;Privé non lucratif;75 - Nouvelle-Aquitaine
640796835;640796835 - ANTENNE AUTODIALYSE BIARRITZ;BIARRITZ;Privé lucratif;75 - Nouvelle-Aquitaine
640797155;640797155 - ANTENNE AUTODIALYSE UHART CIZE;UHART CIZE;Privé lucratif;75 - Nouvelle-Aquitaine
640797296;640797296 - ANTENNE AUTODIALYSE SAINT LEON;BAYONNE;Privé lucratif;75 - Nouvelle-Aquitaine
650000045;650000045 - CH TARBES LOURDES SITE LOURDES;LOURDES;Public;76 - Occitanie
650000052;650000052 - CH BAGNERES DE BIGORRE;BAGNERES DE BIGORRE;Public;76 - Occitanie
650000060;650000060 - CH LANNEMEZAN;LANNEMEZAN;Public;76 - Occitanie
650000078;650000078 - CH LE MONTAIGU ASTUGUE;ASTUGUE;Public;76 - Occitanie
650000417;650000417 - CH TARBES LOURDES GESPE SITE TARBES;TARBES;Public;76 - Occitanie
650002579;650002579 - POLYCL L'ORMEAU SITE PYRENEES TARBES;TARBES;Privé lucratif;76 - Occitanie
650004799;650004799 - GCS RESAPY HAD;TARBES;Privé non lucratif;76 - Occitanie
650005044;650005044 - AAIR UAD BAGNERES DE BIGORRE;BAGNERES DE BIGORRE;Privé non lucratif;76 - Occitanie
650005606;650005606 - CENTRE HOSP BIGORRE - ANTENNE BAGNERES;BAGNERES DE BIGORRE;Public;76 - Occitanie
650006638;650006638 - SSR SITE LABASTIDE CH TARBES LOURDES;LOURDES;Public;76 - Occitanie
650007222;650007222 - MAISON ENF DIETETIQUE THERMALE 2024;CAPVERN;Privé non lucratif;76 - Occitanie
650780141;650780141 - CH TARBES LOURDES SITE AYGUEROTE;TARBES;Public;76 - Occitanie
650780182;650780182 - CH TARBES LOURDES FOURCADE SITE VIC;VIC EN BIGORRE;Public;76 - Occitanie
650780398;650780398 - CSSR MGEN L'ARBIZON BAGNERE DE BIGORRE;BAGNERES DE BIGORRE;Privé non lucratif;76 - Occitanie
650780679;650780679 - POLYCL L'ORMEAU SITE CENTRE TARBES;TARBES;Privé lucratif;76 - Occitanie
650780729;650780729 - CL REPUBLIQUE;SEMEAC;Privé lucratif;76 - Occitanie
650780737;650780737 - CL PIETAT BARBAZAN DEBAT;BARBAZAN DEBAT;Privé lucratif;76 - Occitanie
650784218;650784218 - CMC HOPITAUX DE LANNEMEZAN;LANNEMEZAN;Public;76 - Occitanie
650786668;650786668 - USLD CH BAGNERES DE BIGORRE;BAGNERES DE BIGORRE;Public;76 - Occitanie
650788573;650788573 - AAIR UAD MAUBOURGUET;MAUBOURGUET;Privé non lucratif;76 - Occitanie
650788599;650788599 - AAIR UAD LANNEMEZAN;LANNEMEZAN;Privé non lucratif;76 - Occitanie
650788607;650788607 - AAIR UAD UDM LOURDES;LOURDES;Privé non lucratif;76 - Occitanie
650788615;650788615 - AAIR UAD TARBES;TARBES;Privé non lucratif;76 - Occitanie
650789308;650789308 - GRP RADIOTHERAPIE ONCOLOGIE PYRENEES;TARBES;Privé lucratif;76 - Occitanie
660000084;660000084 - CH PERPIGNAN;PERPIGNAN;Public;76 - Occitanie
660000092;660000092 - CHS LEON JEAN GREGORY THUIR;THUIR;Public;76 - Occitanie
660000142;660000142 - SA CL DU PRE;THEZA;Privé lucratif;76 - Occitanie
660000167;660000167 - CH PRADES;PRADES;Public;76 - Occitanie
660004953;660004953 - MEDIPOLE UAD LE SOLER;LE SOLER;Privé lucratif;76 - Occitanie
660004961;660004961 - MEDIPOLE UAD ARGELES SUR MER;ARGELES SUR MER;Privé lucratif;76 - Occitanie
660004979;660004979 - MEDIPOLE UAD ST LAURENT DE LA SALANQUE;SAINT LAURENT DE LA SALANQUE;Privé lucratif;76 - Occitanie
660005166;660005166 - CTRE CONVALESCENCE ST CHRISTOPHE PERPI;PERPIGNAN;Privé non lucratif;76 - Occitanie
660005182;660005182 - AIDER SANTE UAD ELNE;ELNE;Privé non lucratif;76 - Occitanie
660005190;660005190 - AIDER SANTE UAD FONT ROMEU;FONT ROMEU ODEILLO VIA;Privé non lucratif;76 - Occitanie
660005208;660005208 - AIDER SANTE UAD LE BOULOU;LE BOULOU;Privé non lucratif;76 - Occitanie
660005216;660005216 - AIDER SANTE UAD CH PERPIGNAN;PERPIGNAN;Privé non lucratif;76 - Occitanie
660005687;660005687 - MEDIPOLE UAD PRADES;PRADES;Privé lucratif;76 - Occitanie
660006172;660006172 - HAD MEDIHAD CABESTANY;CABESTANY;Privé lucratif;76 - Occitanie
660006305;660006305 - CL MUTUALISTE CATALANE PERPIGNAN;PERPIGNAN;Privé non lucratif;76 - Occitanie
660007246;660007246 - CTRE CATALAN D'ONCOLOGIE CL ST PIERRE;PERPIGNAN;Privé lucratif;76 - Occitanie
660007261;660007261 - USLD GCS POLE SANITAIRE CERDAN ERR;ERR;Privé non lucratif;76 - Occitanie
660008947;660008947 - PLATE FORME SAMU SDIS 66;PERPIGNAN;Public;76 - Occitanie
660009341;660009341 - USLD LES PATIOS D'ARGENT ARLES SUR T;ARLES SUR TECH;Privé non lucratif;76 - Occitanie
660009689;660009689 - GCS POLE SANITAIRE CERDAN ERR;ERR;Privé non lucratif;76 - Occitanie
660010117;660010117 - CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;PERPIGNAN;Public;76 - Occitanie
660010174;660010174 - PSR BOUFFARD VERCELLI SITE CHPERPIGNAN;PERPIGNAN;Privé non lucratif;76 - Occitanie
660010422;660010422 - POLE PEDIATRIQUE CERDAGNE CABESTANY;CABESTANY;Privé non lucratif;76 - Occitanie
660013095;660013095 - CGR TORREMILA;PERPIGNAN;Public;76 - Occitanie
660013137;660013137 - AIDER SANTE DIALYSE DOMICILE PERPIGNAN;PERPIGNAN;Privé non lucratif;76 - Occitanie
660780099;660780099 - SSR CL AL SOLA MONTBOLO;MONTBOLO;Privé lucratif;76 - Occitanie
660780156;660780156 - CSSR LE VALLESPIR LE BOULOU;LE BOULOU;Privé non lucratif;76 - Occitanie
660780321;660780321 - POLE PEDIATRIQUE CERDAGNE OSSEJA;OSSEJA;Privé non lucratif;76 - Occitanie
660780347;660780347 - CL DU SOUFFLE LA SOLANE OSSEJA;OSSEJA;Privé lucratif;76 - Occitanie
660780628;660780628 - CL DU VALLESPIR CERET;CERET;Privé lucratif;76 - Occitanie
660780636;660780636 - CRF MER AIR SOLEIL COLLIOURE;COLLIOURE;Privé lucratif;76 - Occitanie
660780669;660780669 - POLYCL MEDITERRANEE PERPIGNAN;PERPIGNAN;Privé lucratif;76 - Occitanie
660780735;660780735 - CL DU ROUSSILLON PERPIGNAN;PERPIGNAN;Privé lucratif;76 - Occitanie
660780743;660780743 - CL ST JOSEPH DE SUPERVALTECH ST ESTEVE;SAINT ESTEVE;Privé lucratif;76 - Occitanie
660780776;660780776 - CL ST MICHEL PRADES;PRADES;Privé lucratif;76 - Occitanie
660780784;660780784 - CL ST PIERRE PERPIGNAN;PERPIGNAN;Privé lucratif;76 - Occitanie
660780800;660780800 - SMR SOLEIL CERDAN OSSEJA;OSSEJA;Privé lucratif;76 - Occitanie
660780842;660780842 - CL VAL PYRENE FONT ROMEU;FONT ROMEU ODEILLO VIA;Privé lucratif;76 - Occitanie
660781097;660781097 - CL SSR SUNNY COTTAGE AMELIE LES BAINS;AMELIE LES BAINS PALALDA;Privé lucratif;76 - Occitanie
660781287;660781287 - CRF LE FLORIDE LE BARCARES;LE BARCARES;Privé lucratif;76 - Occitanie
660781444;660781444 - USLD LA MISERICORDE CH PERPIGNAN;PERPIGNAN;Public;76 - Occitanie
660790163;660790163 - CL LA PINEDE ST ESTEVE;SAINT ESTEVE;Privé lucratif;76 - Occitanie
660790387;660790387 - POLYCL MEDIPOLE ST ROCH CABESTANY;CABESTANY;Privé lucratif;76 - Occitanie
670000025;670000025 - HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;STRASBOURG;Public;44 - Grand Est
670000033;670000033 - CRLCC PAUL STRAUSS - ICANS;STRASBOURG;Privé non lucratif;44 - Grand Est
670000041;670000041 - HOPITAL LA GRAFENBOURG;BRUMATH;Public;44 - Grand Est
670000058;670000058 - EPSAN BRUMATH;BRUMATH;Public;44 - Grand Est
670000157;670000157 - CENTRE HOSPITALIER DE HAGUENAU;HAGUENAU;Public;44 - Grand Est
670000165;670000165 - CH SAINTE-CATHERINE DE SAVERNE;SAVERNE;Public;44 - Grand Est
670000215;670000215 - HOPITAL DU NEUENBERG;INGWILLER;Privé non lucratif;44 - Grand Est
670000249;670000249 - CENTRE SSR CHATEAU WALK;HAGUENAU;Privé non lucratif;44 - Grand Est
670000272;670000272 - CH INTERCOMMUNAL DE LA LAUTER;WISSEMBOURG;Public;44 - Grand Est
670000306;670000306 - CENTRE HOSPITALIER DÉPARTEMENTAL;BISCHWILLER;Public;44 - Grand Est
670000348;670000348 - HOPITAL LOCAL DE MOLSHEIM;MOLSHEIM;Public;44 - Grand Est
670000371;670000371 - HOPITAL LOCAL DE ROSHEIM;ROSHEIM;Public;44 - Grand Est
670000397;670000397 - CENTRE HOSPITALIER DE SELESTAT;SELESTAT;Public;44 - Grand Est
670000405;670000405 - NOUVEL HOPITAL D'OBERNAI;OBERNAI;Public;44 - Grand Est
670000413;670000413 - HOPITAL LOCAL D'ERSTEIN;ERSTEIN;Public;44 - Grand Est
670000603;670000603 - CENTRE HOSPITALIER D'ERSTEIN;ERSTEIN;Public;44 - Grand Est
670002187;670002187 - CENTRE D'AUTODIALYSE AURAL BERGSON;STRASBOURG;Privé non lucratif;44 - Grand Est
670002278;670002278 - CLINIQUE DU RIED;SCHILTIGHEIM;Privé lucratif;44 - Grand Est
670005479;670005479 - HAD AURAL BERGSON;STRASBOURG;Privé non lucratif;44 - Grand Est
670008838;670008838 - HAD NORD ALSACE- FONDATION ST FRANÇOIS;HAGUENAU;Privé non lucratif;44 - Grand Est
670013325;670013325 - CTRE AUTONOME D'ENDOSC DIGESTIVE AMBUL;STRASBOURG;Privé lucratif;44 - Grand Est
670013341;670013341 - ENDOSAV;SAVERNE;Privé lucratif;44 - Grand Est
670013754;670013754 - UGECAM ALSACE;ILLKIRCH GRAFFENSTADEN;Privé non lucratif;44 - Grand Est
670013895;670013895 - UNITE DE DIALYSE AURAL SAVERNE;SAVERNE;Privé non lucratif;44 - Grand Est
670014042;670014042 - UGECAM-HDJ DU CTRE READAPTATION COLMAR;SELESTAT;Privé non lucratif;44 - Grand Est
670014430;670014430 - GERC-INSTITUT CARDIOVASC DE STRASBOURG;STRASBOURG;Privé lucratif;44 - Grand Est
670014455;670014455 - CENTRE D'HEMODIALYSE HAUTEPIERRE AURAL;STRASBOURG;Privé non lucratif;44 - Grand Est
670014612;670014612 - CTRE DE RADIOTHERAPIE DE LA ROBERTSAU;STRASBOURG;Privé lucratif;44 - Grand Est
670014992;670014992 - MAISON DE SANTE AMRESO BETHEL;OBERHAUSBERGEN;Privé non lucratif;44 - Grand Est
670017458;670017458 - CLINIQUE RHENA ASSOCIATION;STRASBOURG;Privé non lucratif;44 - Grand Est
670018068;670018068 - CLINIQUE RHENA GCS ES;STRASBOURG;Privé non lucratif;44 - Grand Est
670018449;670018449 - HOPITAL DE JOUR ABRAPA;STRASBOURG;Privé non lucratif;44 - Grand Est
670019983;670019983 - POLE MEDICAL DE L'ILL EUROPSY;SCHILTIGHEIM;Privé lucratif;44 - Grand Est
670020098;670020098 - GCS ICANS SITE HTP2/ICANS - ET EXPL;STRASBOURG;Privé non lucratif;44 - Grand Est
670020742;670020742 - CENTRE MEDICO-PSYCHOTHERAPIQUE;STRASBOURG;Privé non lucratif;44 - Grand Est
670780113;670780113 - CMCO;SCHILTIGHEIM;Public;44 - Grand Est
670780121;670780121 - INST UNIV READAPT CLEMENCEAU STRASBG;STRASBOURG;Privé non lucratif;44 - Grand Est
670780170;670780170 - CLINIQUE DE L'ORANGERIE;STRASBOURG;Privé lucratif;44 - Grand Est
670780188;670780188 - CLINIQUE SAINTE-BARBE;STRASBOURG;Privé non lucratif;44 - Grand Est
670780212;670780212 - CLINIQUE SAINTE-ANNE;STRASBOURG;Privé non lucratif;44 - Grand Est
670780378;670780378 - CLINIQUE SAINT-FRANÇOIS;HAGUENAU;Privé non lucratif;44 - Grand Est
670780386;670780386 - CLINIQUE SAINTE-ODILE;HAGUENAU;Privé lucratif;44 - Grand Est
670780501;670780501 - CENTRE SSR MARIENBRONN;LOBSANN;Privé non lucratif;44 - Grand Est
670780550;670780550 - CRF MORSBRONN LES BAINS;MORSBRONN LES BAINS;Privé non lucratif;44 - Grand Est
670780592;670780592 - CRF NIEDERBRONN LES BAINS;NIEDERBRONN LES BAINS;Privé non lucratif;44 - Grand Est
670780600;670780600 - CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;GOERSDORF;Privé non lucratif;44 - Grand Est
670780915;670780915 - CRF SCHIRMECK;SCHIRMECK;Privé non lucratif;44 - Grand Est
670781129;670781129 - INST UNIV READAPT CLEMENCEAU ILLKIRCH;ILLKIRCH GRAFFENSTADEN;Privé non lucratif;44 - Grand Est
670783133;670783133 - HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;STRASBOURG;Public;44 - Grand Est
670783273;670783273 - HOPITAL DE HAUTEPIERRE;STRASBOURG;Public;44 - Grand Est
670795921;670795921 - CENTRE DE DIALYSE AURAL HAGUENAU;HAGUENAU;Privé non lucratif;44 - Grand Est
670797539;670797539 - CLINIQUE DE LA TOUSSAINT;STRASBOURG;Privé non lucratif;44 - Grand Est
670798636;670798636 - CLINIQUE SAINT-LUC;SCHIRMECK;Privé non lucratif;44 - Grand Est
670799550;670799550 - HUS / USLD DE LA ROBERTSAU;STRASBOURG;Public;44 - Grand Est
670799667;670799667 - AURAL - CLINIQUE SAINTE ANNE;STRASBOURG;Privé non lucratif;44 - Grand Est
680000031;680000031 - HOPITAL LOCAL DE SIERENTZ;SIERENTZ;Public;44 - Grand Est
680000122;680000122 - HOPITAL DE CERNAY;CERNAY;Public;44 - Grand Est
680000130;680000130 - CENTRE DE READAPTATION DE MULHOUSE;MULHOUSE;Privé non lucratif;44 - Grand Est
680000189;680000189 - SAINT JEAN CENTRE SSR;SENTHEIM;Privé non lucratif;44 - Grand Est
680000221;680000221 - HOPITAL SAINT-VINCENT;ODEREN;Privé non lucratif;44 - Grand Est
680000247;680000247 - CENTRE MEDICAL LALANCE;LUTTERBACH;Privé non lucratif;44 - Grand Est
680000296;680000296 - CENTRE MEDICAL LUPPACH;BOUXWILLER;Privé non lucratif;44 - Grand Est
680000312;680000312 - SSR POLE DE GERONTOLOGIE SAINT DAMIEN;MULHOUSE;Privé non lucratif;44 - Grand Est
680000320;680000320 - CLINIQUE DIACONAT FONDERIE;MULHOUSE;Privé non lucratif;44 - Grand Est
680000338;680000338 - CENTRE DE DIALYSE DIAVERUM MULHOUSE;MULHOUSE;Privé lucratif;44 - Grand Est
680000494;680000494 - CLINIQUE DIACONAT ROOSEVELT;MULHOUSE;Privé non lucratif;44 - Grand Est
680000544;680000544 - CENTRE HOSPITALIER D'ALTKIRCH;ALTKIRCH;Public;44 - Grand Est
680000577;680000577 - CENTRE HOSPITALIER DE PFASTATT;PFASTATT;Public;44 - Grand Est
680000601;680000601 - HOPITAL DE THANN;THANN;Public;44 - Grand Est
680000627;680000627 - HOPITAL DU HASENRAIN;MULHOUSE;Public;44 - Grand Est
680000684;680000684 - HOPITAL LOUIS PASTEUR;COLMAR;Public;44 - Grand Est
680000692;680000692 - HOP INTERCOM ENSISHEIM NEUF-BRISACH;ENSISHEIM;Public;44 - Grand Est
680000700;680000700 - CENTRE HOSPITALIER DE GUEBWILLER;GUEBWILLER;Public;44 - Grand Est
680000742;680000742 - HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;SAINTE MARIE AUX MINES;Public;44 - Grand Est
680000767;680000767 - HOPITAL INTERCOM DE SOULTZ ISSENHEIM;SOULTZ HAUT RHIN;Public;44 - Grand Est
680000783;680000783 - HOPITAL LOEWEL DE MUNSTER;MUNSTER;Public;44 - Grand Est
680000833;680000833 - HOPITAL DE RIBEAUVILLE;RIBEAUVILLE;Public;44 - Grand Est
680000874;680000874 - CENTRE HOSPITALIER DE ROUFFACH;ROUFFACH;Public;44 - Grand Est
680000882;680000882 - CLINIQUE DU DIACONAT COLMAR;COLMAR;Privé non lucratif;44 - Grand Est
680001195;680001195 - HOPITAL ALBERT SCHWEITZER;COLMAR;Privé non lucratif;44 - Grand Est
680001294;680001294 - CLINIQUE KORIAN SOLISANA;GUEBWILLER;Privé lucratif;44 - Grand Est
680001310;680001310 - CENTRE MEDICAL SAINTE ANNE;JUNGHOLTZ;Privé non lucratif;44 - Grand Est
680001328;680001328 - CENTRE SSR MGEN ASS TROIS-EPIS;AMMERSCHWIHR;Privé non lucratif;44 - Grand Est
680001617;680001617 - MAISON D'ACCUEIL DU DIACONAT;COLMAR;Privé non lucratif;44 - Grand Est
680004546;680004546 - HOPITAL EMILE MULLER;MULHOUSE;Public;44 - Grand Est
680004553;680004553 - MAISON MEDICALE POUR PERSONNES AGEES;MULHOUSE;Public;44 - Grand Est
680004579;680004579 - CENTRE POUR PERSONNES AGEES;COLMAR;Public;44 - Grand Est
680007648;680007648 - HAD CENTRE ALSACE;COLMAR;Privé non lucratif;44 - Grand Est
680010824;680010824 - UNITE AUTODIALYSE AURAL COLMAR;COLMAR;Privé non lucratif;44 - Grand Est
680013778;680013778 - UNITE AUTODIALYSE AURAL MULHOUSE;MULHOUSE;Privé non lucratif;44 - Grand Est
680017829;680017829 - HAD SUD ALSACE;BRUNSTATT DIDENHEIM;Privé non lucratif;44 - Grand Est
680020096;680020096 - POLE PUBLIC SAINT-LOUIS - GHRMSA;SAINT LOUIS;Public;44 - Grand Est
680020427;680020427 - CENTRE DEPART. DE REPOS ET DE SOINS;COLMAR;Public;44 - Grand Est
680020823;680020823 - UNITE DE DIALYSE AURAL SAINT-LOUIS;HESINGUE;Privé non lucratif;44 - Grand Est
680022753;680022753 - CENTRE DE READAPTATION DE COLMAR;COLMAR;Privé non lucratif;44 - Grand Est
690000013;690000013 - CH MONTGELAS;GIVORS;Public;84 - Auvergne-Rhône-Alpes
690000021;690000021 - CH DE SAINTE FOY LES LYON;SAINTE FOY LES LYON;Public;84 - Auvergne-Rhône-Alpes
690000039;690000039 - CH DES MONTS DU LYONNAIS - SYMPHORIEN;SAINT SYMPHORIEN SUR COISE;Public;84 - Auvergne-Rhône-Alpes
690000047;690000047 - CH DE CONDRIEU GABRIEL MONTCHARMONT;CONDRIEU;Public;84 - Auvergne-Rhône-Alpes
690000054;690000054 - CH DE NEUVILLE SUR SAONE;NEUVILLE SUR SAONE;Public;84 - Auvergne-Rhône-Alpes
690000062;690000062 - CH DES MONTS DU LYONNAIS - CHAMOUSSET;SAINT LAURENT DE CHAMOUSSET;Public;84 - Auvergne-Rhône-Alpes
690000088;690000088 - LE VINATIER PSY UNIV LYON METROPOLE;BRON;Public;84 - Auvergne-Rhône-Alpes
690000096;690000096 - CHS DE SAINT CYR AU MONT D'OR;SAINT CYR AU MONT D OR;Public;84 - Auvergne-Rhône-Alpes
690000245;690000245 - HOPITAL DE FOURVIERE;LYON;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690000310;690000310 - CLINIQUE MON REPOS;ECULLY;Privé lucratif;84 - Auvergne-Rhône-Alpes
690000336;690000336 - CLINIQUE DE L'OUEST LYONNAIS;VAUGNERAY;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690000401;690000401 - CENTRE MEDICAL DE L'ARGENTIERE;AVEIZE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690000427;690000427 - CTRE MEDICO-CHIR READAPT. LES MASSUES;LYON;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690000575;690000575 - CH NORD OUEST - VILLEFRANCHE;GLEIZE;Public;84 - Auvergne-Rhône-Alpes
690000583;690000583 - CH DE BELLEVILLE;BELLEVILLE EN BEAUJOLAIS;Public;84 - Auvergne-Rhône-Alpes
690000591;690000591 - CH DE BEAUJEU;BEAUJEU;Public;84 - Auvergne-Rhône-Alpes
690000625;690000625 - HNO DE TARARE;TARARE;Public;84 - Auvergne-Rhône-Alpes
690000633;690000633 - CH DE THIZY;THIZY LES BOURGS;Public;84 - Auvergne-Rhône-Alpes
690000773;690000773 - CH DU MONT D'OR;ALBIGNY SUR SAONE;Public;84 - Auvergne-Rhône-Alpes
690000880;690000880 - CENTRE LEON BERARD;LYON;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690001524;690001524 - CENTRE MEDICAL GERMAINE REVEL;CHABANIERE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690002092;690002092 - CLINIQUE NOTRE DAME;VILLEURBANNE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
690004718;690004718 - AURAL UNITE DIALYSE HOP CROIX ROUSSE;LYON;Privé non lucratif;84 - Auvergne-Rhône-Alpes
