finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4_v2,CI_E5,CI_E6,CI_E7_v2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_F18_D,CI_F18_O,CI_F19_D,CI_F19_O,CI_F20_D,CI_F20_O,CI_F21_D,CI_F21_O,CI_F22_D,CI_F22_O,CI_F23_D,CI_F23_O,CI_F24_D,CI_F24_O,CI_F25_D,CI_F25_O,CI_F26_D,CI_F26_O,CI_F27_D,CI_F27_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12_bis,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10
020000360,CLINIQUE SAINT CHRISTOPHE,OQN,TAA,CLI,T1,M1,C2,,"         9,2","        0,03","        0,37",,,           0,,"        23,9",,,,,,,          30,          18,,,          54,         931,           0,        1274,        3975,           0,           0,           0,           0,           0,           0,        4071,,        1428,          18,,,,,           3,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 2,Cataracte : 1081,Arthroscopie du genou : 301,Hernie enfant : 0,RTU prostate : 67,Hernie adulte y compris coelioscopie : 124,Cataractes : 1081,actes ORL et stomato divers : 767,"Arthroscopies, Biopsies ostéo-articulaires : 443",Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 344,Intervention  peau et tissu sous-cutané : 314,Endoscopies digestives avec ou sans anesthésie : 858,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 313,"Lithotritie extracorporelle de l'appareil urinaire, en ambulatoire : 33","Endoscopies génito-urinaires, avec ou sans anesthésie : 18","Autres affections reins, voies urinaires : 17","       21,25",           5,          12,           3,,"       34,75","       10,55","       20,33",,"        2,95","        0,92","       0,892","       0,849",,,,,,,      467166,,,"        80,8","       80,85","       97,04","       100,5",,,,      136455,"     82677,8",,,,,                                      .z,                                      .z,                                      .z
020004404,CH DE CHATEAU-THIERRY,DGF,TAA,CH,T2,M2,C2,O2,"         6,5","        0,46","       13,85",,,"        74,3","        78,9","       127,1","        55,4",         143,           3,           3,           9,           4,          15,          10,          15,,        6684,        1331,         758,        2193,        3064,         505,         436,           0,           0,         519,         626,        3779,,        1811,         100,           1,           2,,,           4,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 674,Arthroscopie du genou : 91,Hernie enfant : 0,RTU prostate : 53,Hernie adulte y compris coelioscopie : 123,Cataractes : 674,Ligatures veines : 330,actes ORL et stomato divers : 302,"Chirurgies transurétrales, autres : 289",Intervention  peau et tissu sous-cutané : 263,Infections respiratoires : 738,affections médicales du nouveau né : 644,Symptômes digestifs : 511,Cardiologie autres : 472,Autres gastroentérites et maladies diverses du tube digestif : 419,"       84,76","       53,65","       17,08",           2,"         3,8","      653,93","      103,29","      421,66","        3,05","       41,05","       84,88","       1,009","       1,024","       0,937",,,,,,      272550,"        25,4","       81,16","       69,72","       76,04","       94,91","       139,3","        26,4",,          29,"     21013,8","     45964,8","        33,2","         6,3","         4,7",,,,
020004495,CH BRISSET HIRSON,DGF,HP,CH,T1,M2,C1,,"        10,1","        0,42","       17,81",,,"        76,6","        68,2",,,          60,,,,           4,,,,,        1592,         101,           0,        1707,         154,           1,           0,           0,           0,           0,           0,           1,,           1,          56,           1,,,,,           0,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 106,Intervention  peau et tissu sous-cutané : 64,Trauma crâniens : 42,"Occlusions, sub-occlusions digestives : 19",Pathologies ORL et Stomato autres : 13,Toxicomanies et alcoolisme : 412,Maladies osseuses et arthropathies : 376,Infections respiratoires : 269,Signes et symptômes : 235,"Névroses, psychoses et autres troubles mentaux : 186","       24,14","       20,56",,"        0,63",,"      204,78","       37,27","      123,12","        1,63","       12,21","       30,55","       1,201","       1,317",,,,,,,                                      .c,,,"       60,39",,,                                      .c,"         3,2",,,           0,,"        20,7",,,,,,
020010047,HÔPITAL PRIVÉ SAINT CLAUDE,OQN,TAA,CLI,T3,M2,C3,,"        10,5","        0,13","        2,78",,,"        23,2","        78,5","        30,8",,          35,           4,          12,,           4,          68,          40,           0,,        2556,        2482,           0,        5451,        5417,           2,        2514,           0,           0,         949,           0,        6512,,        5276,          54,           1,           2,           1,,           6,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 32,Cataracte : 1310,Arthroscopie du genou : 218,Hernie enfant : 5,RTU prostate : 67,Hernie adulte y compris coelioscopie : 311,Cataractes : 1312,actes ORL et stomato divers : 987,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 691,Hernies : 424,"Arthroscopies, Biopsies ostéo-articulaires : 350",Endoscopies digestives avec ou sans anesthésie : 2644,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1167,Explorations nocturnes et apparentées : 548,Signes et symptômes : 509,Symptômes digestifs : 239,"       43,05",          20,          16,           5,,"       211,9","       28,77","      167,07","        1,43","        6,43","         8,2","       0,898","       0,836",,,,,,,      366626,,,"       68,22","       68,39","        90,1","        61,9",,,,"    125090,4","     98393,9","        30,5",,,,                                      .z,                                      .z,                                      .z
030002158,CH DPT COEUR DU BOURBONNAIS,DGF,HP,CH,T1,M1,C0,,"        31,7","        1,67","       54,17",,,           0,"        85,1",,,          10,,,,           0,           0,           0,           0,           0,         104,          15,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          27,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 12,"Occlusions, sub-occlusions digestives : 1",Polytraumatismes graves : 1,Trauma crâniens : 1,,Signes et symptômes : 27,Soins palliatifs : 10,Troubles mentaux d'origine organique et retards mentaux : 9,"Cardiopathies, valvulopathies : 5",Autres affections rhumatologiques : 4,"        6,37","        5,12",,,,"      219,09","       24,32","      135,82","         5,9","        2,94","       50,11","       2,615","       3,318",,,,,,,                                      .c,,,           0,,,                                      .c,"         9,6",,,,,"        21,4",,,,,,
030780092,CH MOULINS YZEURE,DGF,TAA,CH,T3,M3,C2,O3,"        11,9","        1,15","       16,28",,,"        63,8",          79,"        85,6",          50,         193,           4,           4,           8,          28,          57,           7,          25,           2,        9150,        2715,        1165,        3963,        1705,         399,        5021,           0,        7257,        1402,         969,        3582,,        1743,         124,           2,           1,,,           5,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 2,Cataracte : 258,Arthroscopie du genou : 42,Hernie enfant : 3,RTU prostate : 99,Hernie adulte y compris coelioscopie : 208,Intervention  peau et tissu sous-cutané : 483,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 323,"Chirurgies transurétrales, autres : 318",Cataractes : 258,Hernies : 231,affections médicales du nouveau né : 1010,Infections respiratoires : 783,Cardiologie autres : 566,"Infections reins et voies urinaires, lithiases : 437",Autres gastroentérites et maladies diverses du tube digestif : 432,"      139,39","       87,81","       15,23","        6,74","         4,6","     1820,33","      208,74","     1272,76","       23,33","       81,08","      234,42","       1,077","       1,148","       1,034",,,,,,      222477,"       24,05","       75,41","       38,64","       41,52","       77,14",         111,"         3,9",,          31,"     13134,3","     55627,2","        22,1",           2,"         5,8",,"         9,3","         7,1",
030780100,CH DE MONTLUCON NERIS-LES-BAINS,DGF,TAA,CH,T3,M3,C2,O2,"         9,2","        0,94","       17,52",,,"        60,8","        79,9","       116,4",          37,         242,           8,           6,           8,           2,          33,           4,          33,           3,       10560,        2278,        1130,        3669,        1250,         477,        2851,           0,        8170,        1225,         927,        2704,,        1748,         112,           2,           1,,           1,           3,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 83,Cataracte : 0,Arthroscopie du genou : 42,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 212,Trauma crâniens : 417,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 402,Hernies : 251,Chirurgies utérus / annexes : 207,Intervention  peau et tissu sous-cutané : 188,affections médicales du nouveau né : 954,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 791,Cathéthérismes diagnostiques vasculaires et coronariens : 765,Infections respiratoires : 735,Cardiologie autres : 523,"      104,61","       62,76","        7,54","        7,07","        6,64","     1491,89","      154,04","     1028,64","       22,56","       67,35","       219,3","       1,098","       1,075","       0,947",,,,,,      336222,"       17,37","       81,72","       35,43",          44,"        60,6",         142,"         9,2",,          33,"     12909,3","     99413,3","        26,1","         1,8","         3,2",,"        10,5","        26,7",
030780118,CH VICHY,DGF,TAA,CH,T3,M4,C3,O3,"        10,1","        0,83","       10,67",,,          52,"        81,6","        97,7","        62,8",         218,           7,           6,           8,,          67,,          20,,       10917,        3681,        1184,        8322,        2508,         216,        5398,           0,        6539,        2765,        1015,        5318,,        4580,         120,           2,           2,,           2,           6,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 63,Cataracte : 394,Arthroscopie du genou : 79,Hernie enfant : 0,RTU prostate : 33,Hernie adulte y compris coelioscopie : 197,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 781,Cataractes : 395,Chirurgies utérus / annexes : 313,Hernies : 247,"Chirurgies main, poignet : 242",Endoscopies digestives avec ou sans anesthésie : 1669,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1437,Toxicomanies et alcoolisme : 1284,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 1137,affections médicales du nouveau né : 1027,"      127,19","       78,41","       11,61","        8,88","        5,38","     1713,93","      193,03","     1220,95","       30,21","       73,17","      196,57","       1,126","       1,223","       0,942",,,,,,      338317,"       18,42","       54,95","       40,52","       44,46","       75,41",                                      .c,"         6,1",,          33,"     20034,1","    128612,2",          26,           2,"         4,8",,"         8,1",           8,
030780126,CH DE BOURBON L'ARCHAMBAULT,DGF,HP,CH,T1,M1,C0,,"        13,3","        3,54","       65,49",,,           0,"        52,1",,,           8,,,,,,,,,         110,           3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,,           1,          14,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Ostéomyélites aigües (y compris vertébrales) et arthrites septiques : 3,,,,,Maladies virales et fièvres d'origine inconnue : 21,"Cardiopathies, valvulopathies : 16",Infections respiratoires : 13,Signes et symptômes : 12,"Infections reins et voies urinaires, lithiases : 9","         2,8","         1,8",,,,"       88,25","       15,22","        44,9","        1,73","        3,33","       23,07","       1,338","       1,262",,,,,,,                                      .c,,,           0,,,                                      .c,"        34,9",,,,,"        14,4",,,,,,
030780548,POLYCLINIQUE LA PERGOLA,OQN,TAA,CLI,T2,M2,C3,,"         8,8","        0,23","        2,56",,,"         0,2","       101,1","        30,5",,          14,,,,           4,          49,          26,,,        1127,        1970,           0,        1815,        6026,          10,        1900,           0,           0,         407,           0,        7378,,        1868,          34,           1,,,           1,           5,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 3496,Arthroscopie du genou : 132,Hernie enfant : 14,RTU prostate : 216,Hernie adulte y compris coelioscopie : 176,Cataractes : 3499,Chirurgies appareil génital masculin : 605,"Chirurgies transurétrales, autres : 491","Chirurgies main, poignet : 461",actes ORL et stomato divers : 344,Endoscopies digestives avec ou sans anesthésie : 522,Explorations nocturnes et apparentées : 488,"Lithotritie extracorporelle de l'appareil urinaire, en ambulatoire : 341",Signes et symptômes : 272,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 212,"       40,24","       15,58","        17,5",           3,           3,"      157,98","       24,76","      125,19","        1,49","        4,11","        2,43","       1,075","       0,921",,,,,,,      431556,,,"        75,3","       75,58","       94,48","       105,7",,,           0,      210338,"     87243,7","        20,1",,,,                                      .z,                                      .z,                                      .z
